MONTH,YEAR,NAME,OCCUPATION,COMMENT,Short Comments by Individual,Activism Letters,Think tank letters,Sentiment_Polarity,Evidence,Key Words,specific_sentiment,specific_evidence,specific_key,suggestion sentence,assertion sentence,
JUNE,2019,MaryJo Perry,Mississippi Parents for Vaccine Rights (MPVR) ,"Good afternoon. I’m MaryJo Perry representing Mississippi Parents for Vaccine Rights. Mississippi leads the nation in vaccine coverage rates. We also have the highest infant mortality rate in the developed world. While the reasons that our children are sick and dying involve many factors, please consider: Jamie Penton of Carriere, Mississippi died the day after 2-month vaccines. Anna Sims of Oxford, Mississippi died 7 hours after 2-month vaccines. Last week, tiny Aubrey Harris of Columbus, Mississippi was found dead less than 48 hours after vaccines at just 6 weeks old. I could go on. Injuries and deaths are not rare. It is time to listen to the parents. Health officials trot out the statement that “vaccines are the victim of their own success.” No, that’s incorrect. Vaccines are victims of a greedy drug industry, powerful medical trade organizations, and their bedfellows in government. Vaccines are victims of this committee and its associates who have made overzealous, myopic decisions that have unwittingly fueled the movement that you call “anti-vaccine.” Along with our children, the vaccine program is your victim. I’ll explain. We don’t buy that our children in the United States of America (USA) with clean running water, plentiful food, electricity, and state-of-the-art medical care must have all of this to grow up safe and healthy in 2019 [holding up a vaccine schedule]. Our children’s check- ups have become high-pressure vaccine sales appointments that are more dreadful than walking onto a used car sales lot. We’re outraged at the unethical practice of families being terminated by pediatricians for refusing to follow the vaccine schedule exactly. The AstroTurf backed by the drug industry and CDC, such as Voices for Vaccines, is obvious. Media hype and engineered hysteria with repeated talking points from one news outlet to the next is tired and overplayed. An orchestrated attack on vaccine freedom has descended on legislatures that is so alarming that many who call themselves “pro vaccine” are seeing clearly where this agenda is heading. Whistleblowers from the inside are stepping forward daily. I get it. Our movement is an annoyance and frustrates your efforts. But how many of you would be considered to past conflicting interest to your seat on this committee. As this committee makes decisions on how to advise our government on vaccines, I urge you to be mindful that the aggressive vaccine campaign has betrayed the public trust and backfired. Vaccines are not a victim of success. Vaccines are your victim. As a representative of the families of the most heavily vaccinated children in the nation, I implore you to temper your vaccine enthusiasm with balance and common sense. Thank you. ",0,1,0,2,"Vaccines are victims of this committee and its associates who have made overzealous, myopic decisions that have unwittingly fueled the movement that you call “anti-vaccine.” ","infant, mortality, children, agenda",0,0,0,I urge you to be mindful that the aggressive vaccine campaign has betrayed the public trust and backfired.,Mississippi leads the nation in vaccine coverage rates. We also have the highest infant mortality rate in the developed world.,
JUNE,2019,Megan Knauf-Ford ,Concerned Mother ,"Hi friends. I’m Megan. I have 2 little boys ages 2 and 5 and I drove here from Greenville, South Carolina. I’m going to tell you why I’m here in just a minute, but before that, I want to take you on a little journey back in time. Please close your eyes or lower your gaze to your lap. I want you to take yourself back to the day when your first child was born. I want you to remember how you felt in that moment. I want you to reflect back on what it was like to hold that precious bundle in your arms for the first time and to gaze into their perfect little face. Remember all the love that you felt in your heart. It was the best day of your life and mine, too. Now you’re probably wondering why I took you on that little journey, and it’s to pave the way so that you are ready to receive the information that I have for you. I’d like for you to look at me while I share my message with you. See, my story is different than everyone else in this room. I didn’t vaccinate my boys. I went with my gut and my gut said, “No.” My instincts said there is not enough safety data. The same instincts that you and yours were born with, it’s innate. It’s in all of us. We share the same instinct to protect our children. That’s why I’m here. This might sound ridiculous to you and you might be thinking, “Megan, you don’t know. You’re just a mother.” And I would say to you, Friend, this voting on vaccines with little to no safety data is not enough for this mother. As you reflect back on the happenings of today on your drive home and as you lay your head on your pillow tonight, I have one question for you. Are you doing enough with the information that you have? You have been given a high calling. Is this enough? Are you doing what you were created to do? I know that there is at least one of you that will answer “No” to that question and it’s you that I am speaking to today. We need you. You have been chosen. It’s time to voice your concern, because you know that the greater good should not look like survival of the fittest. Your job is to protect the public. That means all of us, not just some of us. I want you to ask for the study and do the job that you were called to do. We need your voice. It’s time to believe the mothers. ",1,0,0,1,"And I would say to you, Friend, this voting on vaccines with little to no safety data is not enough for this mother. ","safety, data, public",0,0,0,0,0,
JUNE,2019,Sally Greenberg,National Consumers League (NCL) ,"Good afternoon Dr. Romero, members of the Advisory Committee on Immunization Practices. My name is Sally Greenberg and I am here today on behalf of the National Consumers League. Thank you for what you do for the health and wellbeing of all Americans, and for the opportunity to speak here today. The National Consumers League is passionately pro-vaccine for a reason. The League was founded in 1899 and our first leader, General Secretary Florence Kelly, described in her letters the devastating effects to her family in losing several siblings to diphtheria, a disease we don’t see anymore. We’ve forgotten the ravages of these terrible disease on families. I personally grew up with my uncle, Roger. He contracted the poliovirus in 1953 before the Salk vaccine was developed. He spent the remainder of his life in a wheelchair, often gasping for breath, and slept on a rocking bed to breath. He needed 24-hour care and eventually died of disease complications. The National Consumers League is a strong proponent of vaccines, truly medicine’s most precious gift to the human race. Time to listen to the parents. Well, I’m a parent also. I thank all of you here for the fact that my 23 year old son, who lives in Mississippi, is a very healthy young man who does not have to worry about HPV (human papillomavirus), chicken pox, measles, mumps, whooping cough, and all the other terrible diseases that parents lived in fear of for many, many generations. On to my next point, as you know, the CDC recommends that all adults aged 65 plus be vaccinated with the pneumococcal conjugate, PCV13 vaccine, and the pneumococcal polysaccharide vaccine. According to the CDC, these two vaccines have been proven to protect against pneumonia, meningitis, and bacteremia. As a result of ACIP’s 2014 and 2015 pneumococcal vaccine recommendations and Medicare coverage of these vaccines, over 66% of the total US population has been vaccinated again pneumococcal disease. I include myself in that number as of 2016. While impressive, this figure falls well below Healthy People 2020 target of 90% of non-institutionalized adults aged 65 plus who are vaccinated against pneumococcal diseases. In order to continue to make strides toward achieving the Healthy People 2020 goal, we believe Medicare coverage must be maintained, which is dependent upon maintaining the current recommendations. According to the National Center for Health Statistics (NCHS), influenza and pneumonia are the 8th leading cause of death in the United States. We fear that without ACIP’s recommendations, the current pneumococcal vaccination recommendations, which also protect patients against co-morbidities caused by pneumonia, meningitis, and bacteremia will further burden healthcare resources. Finally, changing ACIP’s recommendations for the pneumococcal vaccination now could . . . (time expired). Okay, thank you very much for your time. Appreciate it.",0,1,0,5,The National Consumers League is passionately pro-vaccine for a reason.,"pneumococcal, polio, proponent",0,0,0,"Finally, changing ACIP’s recommendations for the pneumococcal vaccination now could . . . (time expired). ","While impressive, this figure falls well below Healthy People 2020 target of 90% of non-institutionalized adults aged 65 plus who are vaccinated against pneumococcal diseases.",
JUNE,2019,Karen Ernst,"Director, Voices for Vaccines ","Hi. My name is Karen Ernst and I am the Director of Voices for Vaccines. I have no disclosures to make. I am here today to represent the vast majority of parents, the ones upset that we have had more measles cases in the United States since 1992, and those who want communities protected from outbreaks of all vaccine-preventable diseases. I represent millions upon millions of people who trust ACIP to do the hard work of creating a science-supported, evidence-based immunization schedule so that they do not need to worry about how or when to vaccinate their children. When I first took the helm of Voices for Vaccines, these parents were not at all represented. In the media, on federal boards, and in any number of decision-making bodies, a parent voice concerning vaccines was a voice of those opposed to vaccines. A lot has changed in those few short years, including more parents becoming increasingly concerned about this non-scientific opposition to immunization. Policymakers and media are beginning to pay attention to this majority as we become more vocal. But as parents do become more vocal in support of vaccines, vaccine-hesitancy continues to spread to the point that the WHO (World Health Organization) considers it one of the greatest threats to public health. In response, private organizations have begun to de-platform and de-monetize antivaccine misinformation. From GoFundMe®, to Mailchimp®, to YouTube, to Pinterest, many companies are responding to this very real public threat. At the same time, ACIP faces a challenge as some try to turn these meetings into a platform for opposition to immunization. Let’s be clear about that, too. What we are hearing at these meetings is not vaccine hesitancy. It’s not fear, but an attempt to muddy science and create doubt. I recognize that CDC has legal duties to allow public expression that private companies do not have. However, this platform is being used now in an effort to lend credibility to misinformation and pseudoscience. I call on all ACIP members to consider ways to counter untrue assertions made here. The public needs you to respond directly after untrue assertions are made in the room. If we cannot de-platform misinformation, we need to correct and fact check it for the public. Vaccine hesitancy is real and it is created by misinformation, fraud, and propaganda. I urge each of you to work toward greater vaccine acceptance each day until we are no longer seeing parents choose measles, meningitis, and pneumonia over immunization. Thank you. ",1,0,0,4,"I represent millions upon millions of people who trust ACIP to do the hard work of creating a science-supported, evidence-based immunization schedule so that they do not need to worry about how or when to vaccinate their children.","evidence, public, health, misinformation, hesitancy",0,0,0,"I urge each of you to work toward greater vaccine acceptance each day until we are no longer seeing parents choose measles, meningitis, and pneumonia over immunization. ",0,
JUNE,2019,Mary Flasche ,Concerned Individual ,"Hi. I’m Mary Flasche. Ladies and gentleman, the National Childhood Vaccine Injury Act (NCVIA) of 1986 granted the pharmaceutical industry economic immunity from injuries and deaths caused by vaccines up to the age of 18. The Department of Health and Human Services (HHS) was assigned responsibility to assure safety and efficacy testing of vaccines in order to reduce the risk of adverse vaccine reactions. To assure HHS meets the required obligations, HHS was also required to submit biennial reports to Congress detailing the prior 2-year improvements in vaccine safety. On August 25, 2017, Informed Consent Action Network (ICAN) filed a Freedom of Information Act (FOIA) request seeking copies of the supposed safety and efficacy reports submitted to Congress staring in 1988 and every 2 years after. HHS stalled, leading to a lawsuit in which HHS ultimately admitted that not even 1 safety and efficacy report had been submitted. Since 1989, the vaccine schedule for children has steadily increased while America’s children’s health has steadily decreased until over half of America’s children suffer from a chronic condition, disability, or disease. Actually, when it comes to health, the only category America ranks number one in in comparable countries is the infant mortality rate. These alarming facts alone are grounds for immediate halting of vaccine mandates being fast-tracked nationwide and should absolutely nullify the liability-free National Childhood Vaccine Injury Act of 1986. Thank you. ",1,0,0,2,These alarming facts alone are grounds for immediate halting of vaccine mandates being fast-tracked nationwide and should absolutely nullify the liability-free National Childhood Vaccine Injury Act of 1986.,"injuries, reaction, efficacy, safety",0,0,0,These alarming facts alone are grounds for immediate halting of vaccine mandates being fast-tracked nationwide and should absolutely nullify the liability-free National Childhood Vaccine Injury Act of 1986.,"Since 1989, the vaccine schedule for children has steadily increased while America’s children’s health has steadily decreased until over half of America’s children suffer from a chronic condition, disability, or disease.",
JUNE,2019,Susan Corgan ,Concerned Individual ,"Hello. My name is Susan Corgan. Thank you so much for giving me this opportunity to address you today. Yesterday, I was in an Ohio State House meeting with Legislators to talk to them about bills that are removing vaccine exemptions. When I went and met with these Legislators, we had some eye-opening conversations. Many of those were the fact that they did not understand these laws that they were about to pass. They did not know that if they removed the religious and personal belief exemptions that they would be mandating vaccines for all of their citizens. They did not understand that you guys have the power to recommend any onslaught of vaccines that you want to that this committee decides to recommend and that then their citizen will have to go get those to attend school, daycare, or private school. This is happening. Vaccines are being mandated all throughout our county. This just happened in New York where, in one day, they removed the religious exemption for children to attend school. It went into effect immediately and now none of these children are going to be getting fair and appropriate public education as required by federal law. There will be lawsuits filed. I am here today to talk to you because I understand that you have a very difficult job before you. You, like me and so many other parents here, want the best for our kids. We want them to have healthy, happy, fruitful futures. We want to give them everything that we’ve had and so much more. With what’s going on right now in this country and the lack of education with our Legislators, with our doctors, with our scientists, the disconnect between the parents, the medical professionals, the committees like ACIP—we have got to try to find some common ground. I actually agree with the speaker before me here that said that there should be some kind of back-and-forth conversation. I would love to be able to come to the microphone and ask a question and to get a response, so that we can work together for the best for our children and for their futures. Thank you very much. ",1,0,0,1,"They did not understand that you guys have the power to recommend any onslaught of vaccines that you want to that this committee decides to recommend and that then their citizen will have to go get those to attend school, daycare, or private school. ","religious, mandate, children",0,0,0,0,0,
JUNE,2019,"Sarah Fankhauser, PhD","Assistant Professor of Biology , Oxford College of Emory University","Good afternoon. My name is Sarah Fankhauser and I’m an Assistant Professor of Biology at Oxford College of Emory University and I hold a PhD in Microbiology and Immunology from Harvard University. The campus that I am on is home to about 900 undergraduate residential students and hundreds of faculty and staff. It is a close-knit campus and like other college campuses, infectious disease can spread quickly due to our tight quarters, constant interaction, and open campus that brings together many different people. I am here today as someone who is concerned for my students and my colleagues, but my concerns are not localized to my campus alone and are shared across all campuses and similar environments. I personally know many students and faculty and staff who are immunocompromised and who cannot be vaccinated for legitimate reasons. Many of our faculty and staff also have young children at home, as do I, who are constantly being exposed to whatever we bring home from campus. Beyond this, we have numerous community members and others that visit our campus daily. I commend you for the work that you are doing. I also understand that the priority population for many of these vaccines are adolescents. I also agree that the evidence strongly shows that vaccinating children protects other vulnerable populations. But I urge you to continue to emphasize the importance of adult vaccination and catch-up vaccinations and finally, to support these without compromising other populations such as adolescents. Not only will this help limit the potential of outbreaks on college campuses and similar communities that bring together large and diverse populations, but it will also encourage students who may come to college non- vaccinated or under-vaccinated to consider the option of vaccination. Thank you. ",0,1,0,4,"I am here today as someone who is concerned for my students and my colleagues, but my concerns are not localized to my campus alone and are shared across all campuses and similar environments.","college, immunocompromised, students, adolescents",0,0,0,"But I urge you to continue to emphasize the importance of adult vaccination and catch-up vaccinations and finally, to support these without compromising other populations such as adolescents. ",0,
JUNE,2019,Sheri Gagnon ,Concerned Individual ,"Hello. I’m Sheri Gagnon and I thank God for this opportunity. I am alarmed by how this committee makes decisions. This committee approved adding a hepatitis B formula with a new adjuvant to the infant schedule when questions were being satisfied with the answer of “no data is available.” This committee’s lack of need for scientific evidence was reinforced with the statement, “While pre-clinical studies were not done using these vaccines simultaneously, our general approach to immunizations is that they be given at the same time in different limbs.” That’s is reckless and the kind of scientific approach that no one should trust. Speaking with my elders has confirmed that this new sense of urgency to protect our community from vaccine- preventable diseases is an absolute falsehood. I had chicken pox in 9th grade. The school nurse confirmed it, sent me home with a smile, and there were no doctors and no prime time news report. Nobody was concerned about chicken pox in the 80s. The tone of my elders was also nonchalant as they spoke about their experiences and how their parents acted. Why did that tone change? Lack of sales? I was highly cautioned that my kids must have the vaccine because chicken pox could cause meningitis leading to death. Now the VARIVAX® insert, Section 6.2: Post-Marketing Experience says “. . .meningitis caused by vaccine strain varicella virus have been reported in immunocompetent individuals previously vaccinated with VARIVAX® months to years after vaccination.” Well, that means the vaccine users are at risk for what they were trying to avoid and are putting other vaccine users at a higher risk. In February, I was greatly concerned about the proposed anthrax recommendation. My husband is a retired Veteran and he was required to receive multiple doses of the anthrax vaccine during his Active Duty years. I did become speechless when the discussion became overly belabored on how to re-phrase the booster recommendation. I do want to thank the committee member who persisted until the terminology for that vaccine designation was properly rewritten to read as a choice rather than a benefit-tied requirement. So, I’ll finish up with a couple of points. The comprehensive national use of the Evidence-based Synthesis Program (ESP) system will provide all of the data that is needed for the actual risk assessments. The creating of fear in parents while the true risk of vaccine use is being suppressed is criminal. Thank you.",1,0,0,3,This committee approved adding a hepatitis B formula with a new adjuvant to the infant schedule when questions were being satisfied with the answer of “no data is available.” ,"infant, evidence, data, risk",0,0,0,0,Speaking with my elders has confirmed that this new sense of urgency to protect our community from vaccine- preventable diseases is an absolute falsehood.,
JUNE,2019,Erica Pettinaro,Informed Choice Michigan ,"Hi. Thank you for allowing me to speak and thank you for everything that you guys do. We appreciate these meetings and being able to be here and see what you guys do. But, please don’t take what I’m about to say as rude. I am a mother of 4. I vaccinated my first. I didn’t know of any of the risks. My doctor didn’t tell me. I did what I was supposed to do. I trusted him. My child was sick constantly. I didn’t know what was wrong with him. I asked his doctor. He didn’t know, “It must be a virus. Let’s just let it run its course.” I started to ask some friends who also had children and they would give me advice, “Do this. Do that.” One person asked me if I vaccinated. I said, “Of course I do. Why wouldn’t I?” She said, “No. Go read the insert. Go look at the ingredients.” As soon as I did, I knew in my heart I had to stop. I couldn’t believe what I saw, and I still to this day, everything I learn is just mind-blowing that so many of these risks have been hidden and we cannot allow that any longer. I know you guys see the discrepancies. Just in these 2-day meetings, I know you have seen things that make you question. We need you to speak up. We can’t allow for fraud and lies to happen any longer. It’s our children’s lives. Yes, vaccines may have done some good. The theory of vaccinating, to be able to become immune to something, is a good idea. But when vaccines are causing more issues than what they’re supposed to be benefitting, we need to rethink about how we’re immunizing our children, because our children are sick and we can’t do this anymore. We have to do something different. We need to be heard and we will not go away until something is done. Thank you. ",1,0,0,1,I vaccinated my first. I didn’t know of any of the risks. ,"childre, sick, ingredients, issues",0,0,0,0,0,
JUNE,2019,Edwin Barreiro ,Concerned Parent ,"Good afternoon. My name is Edwin Barreiro. I’m not a doctor and I don’t play one on TV, but I have two 7-year-old injured grandchildren. You heard my daughter talk about them yesterday. I want to discuss something with you. You see my shirt? It says, “Fake News.” I want to share fake news with you. It’s “Vaccines are safe and effective.” I think as scientists sitting here, you know that that statement can’t possibly be true. Why? Because the US Supreme Court ruled that vaccines are unavoidably unsafe. So, they can’t be totally safe. No, I would change that to, “Vaccines are relatively safe and effective.” I think you’d be okay with that and I think we’d be closer to the truth, but not quite there yet. Case in point, VIOXX®. Has anyone heard of VIOXX®? VIOXX® was a drug that was introduced in 1999 by Merck. Some of their representatives are here, and you probably were previous representatives. It was approved in 1999. It was taken off the market in 2004. Why was it taken off the marker? David Graham of the Food and Drug Administration (FDA) said that VIOXX®, in the 6 years it was out in the wild, killed at least 60,000 people. 60,000 people. I’m not going to go over the whole story, because we know this story. The fact is, the proper studies were done on VIOXX® and Merck lied and people died. Now, the reason why I bring that up and I know you’re not dealing with drugs here, you’re dealing with vaccines. The reason why I bring that up is because VIOXX® was tested more rigorously than any vaccine that Merck or any other company has created. People don’t know this. Drugs go through multiple inert placebo-control studies before coming to market. Saying otherwise is fake news. Dr. Theresa Deisher said that none of these studies are done on vaccines. You know that none of the inert placebo double-blind studies are done on vaccines. You talk about them. The FDA approves them just like they approved VIOXX®, but the studies have not been done. She said, and I hope that you have heard some of what she said, she actually wrote a letter about the fact that Legislators are out there trying to mandate these to everyone. That’s what Susie talked about before. [Dr. Deisher said] “Merck’s MMR II vaccine (as well as the chickenpox, Pentacel, and all Hep-A containing vaccines) is manufactured using human fetal cell lines and is heavily contaminated with human fetal DNA from the production process. Levels in our children can reach up to 5 ng/ml after vaccination, depending on the age, weight and blood volume of the child. That level is known to activate Toll-like receptor 9 (TLR9), which can cause autoimmune attacks.” Still quoting, “Anyone who says that the fetal DNA contaminating our vaccines is harmless either does not know anything about immunity and Toll- like receptors or they are not telling the truth.” Now I know you guys know about Toll-like receptors. “If fetal DNA can trigger labor (a naturally desired autoimmune reaction), then those same levels in vaccines can trigger autoimmunity in a child. Fragmented fetal DNA contained in vaccines is of similar size, ~215 base pairs. This is direct biological evidence that fetal DNA contaminants in vaccines are not in low innocuous amounts. They are a very strong proinflammatory trigger.” If this committee doesn’t change its direction, we’re likely to end up where we’re headed, with an autism rate of 1 in 2. Do you want history to remember you as the group who finally started looking for real answers, or will you be known as the group whose strings were pulled by big pharma and destroyed many lives?",1,0,0,1,I want to share fake news with you. It’s “Vaccines are safe and effective.” ,"fetal, autism, placebo, inert",1,"The fact is, the proper studies were done on VIOXX® and Merck lied and people died. ",VIOXX,0,"David Graham of the Food and Drug Administration (FDA) said that VIOXX®, in the 6 years it was out in the wild, killed at least 60,000 people.",
JUNE,2019,KJ Moore,"Carpe Diem Nursing, Inc. ","Good afternoon. My name is KJ Moore, RN, BSN of 10 years, owner of Carpe Diem Nursing. I did not become a nurse to help the government force vaccinations on the population. As a nurse, I was not taught the depths of ingredients that make up a vaccine or the risks involved. I was only told that they were safe and effective. I wish this were true and we could all go on about our day, but the evidence to prove that vaccines not only maim but also kill is so overwhelming that we who speak up are being labeled “Angry Anti-Vaxers” and we’re being silenced for speaking the truth. Dr. Robert Bell, former Vice President of the International Society for Cancer Research at the British Cancer Hospital states, “The chief if not sole cause of the monstrous increase in cancer has been vaccinations.” Not ironically, Australia has been mandating vaccines and their cancer rate is 1 in 2. We the people are seeing that vaccine safety is as much a myth as herd immunity. Vaccines are a failure and the ACIP panel are turning a blind eye to real life matters. What you should truly be discussing at these quarterly meetings is why Merck is under investigation for fraud on the efficacy studies for the mumps portion of the MMR vaccine and what you’re going to do about it. The MMR is ineffective. There have been two measles deaths since 2000, but the National Vaccine Information Center states that as of March 31, 2018 there have been 89,355 reports of measles vaccines reactions, hospitalizations, injuries, and deaths following measles vaccine made to the federal VAERS, the Vaccine Adverse Events Reporting System: 445 deaths, 6196 hospitalizations, 1657 related disabilities. Over 60% of those adverse effects occurred in children under the age of 3. Merck is being sued for the shingles vaccine. Merck is being sued for the GARDASIL® vaccine. HPV vaccine sales are generating Merck $4.6 million a day. No wonder you want us to all be quiet. Miller's Review of Critical Vaccine Studies states, “Measles can spread from fully vaccinated individuals to other fully vaccinated individuals. When Healthy People 2020 is here, mandated vaccines, and Nationwide 5G 2020 is here, microwave radiation every 250 feet, and everyone is getting their mandated DNA-altering vaccines, what are you going to talk about here when everyone is so sick from them? Let me guess. More recommendations for more vaccines. DNA sequences emit low-frequency electromagnetic waves, which make up DNA signals that arrange the pattern of raw DNA. Signals can potentially communicate with each other and genetically mutate, receiving data transmission. What I’m saying is that they communicate on a cellular, and we are destroying our cells via microwave radiation and vaccines on cellular level. All living organisms interact and connect with electromagnetic waves. The earth has a pulse and so do we. We are being deliberately disconnected, and this is spiritual warfare. Just because something is mandated doesn’t make it safe. We will not comply. A quote from Brett Wilcox, “Vaccines are safe and effective. In a religious sense, it’s a creed. In organizational terms, it’s policy. In marketing, it’s the hook. In social psychology, it’s propaganda. In literary parlance, it’s myth. In legal terms, it’s fraud. Under oath, it’s perjury.” Thank you very much.",0,1,0,1,"I wish this were true and we could all go on about our day, but the evidence to prove that vaccines not only maim but also kill is so overwhelming that we who speak up are being labeled “Angry Anti-Vaxers” and we’re being silenced for speaking the truth. ","cancer, electromagnetic, fraud, efficacy",0,0,0,0,"There have been two measles deaths since 2000, but the National Vaccine Information Center states that as of March 31, 2018 there have been 89,355 reports of measles vaccines reactions, hospitalizations, injuries, and deaths following measles vaccine made to the federal VAERS, the Vaccine Adverse Events Reporting System: 445 deaths, 6196 hospitalizations, 1657 related disabilities.",
OCT,2019,Wendy Umetsu ,Concerned Parent ,"My son, Hiro, was born January 2014 and we began to follow the vaccine schedule recommended by the CDC. This picture was taken after he seized for almost an hour following his 4-month shots. Although I informed the medical staff that he had recently been vaccinated, my concerns were dismissed. I had been a mother for 15 years and this was my third child, so imagine my surprise when I was told that this was normal. He continued to receive shots on schedule as recommended—30 doses in just the first year of his life. He continued to have vaccine reactions that the medical staff never reported to VAERS (Vaccine Adverse Event Reporting System). My son was being set up for a lifetime of health problems to include seizures, food allergies, ear infections, respiratory issues, and likely death if we had continued to vaccinate him. Although he had two normal electroencephalogram (EEGs) the first year of his life, he began to have new seizures after his 12-month shots and has not had a normal EEG since. He was diagnosed with intractable epilepsy with at least 7 different seizure types. I had no choice but to put my son on medication that was not even approved for children his age. As a result, he suffered from numerous side-effects and drug addiction at the age of 1. The healthcare industry failed my child, and I was not going to allow his decline in health to continue. I researched vaccines and I began the process of healing my son. I obtained medical records and filed VAERS reports on my own. I had testing done, which showed aluminum and mercury toxicity—both ingredients in vaccines. I read from the CDC website that due to a family history of autoimmune disorders, none of my children, 4 of them, should have received several of the vaccines they were given. In addition, blood testing has since confirmed that my children are susceptible to vaccine injury. The vaccine schedule is being religiously followed by doctors without concern of contraindications listed by the CDC that should be discussed with patients in the clinical setting. It is not being done. Parents are not receiving informed consent at vaccine visits. From my experience, your child receives a shot and then afterwards, you are given a VIS statement that looks like this (holds up the statement). The inserts look like this (unfolds and holds up a package insert). In addition, vaccine reactions are not being reported to VAERS and there is not an accurate representation of the post-market data that is being considered when discussing your vaccination recommendations. My son, Hiro, will be 6 in January. He has had thousands of seizures in his lifetime. He still wears diapers, cannot talk, and requires constant care and supervision. I wake up every day of life checking to make sure my son is still alive and hasn’t died in his sleep. That’s our reality and the reality of thousands and thousands of families who have stories just like ours. I’m here speaking today to be a voice for Hiro and other victims like him. Many of us now know that the vaccines we once believed would protect our children are the very reason many of our children are so sick with chronic health issues today. ",1,0,0,1,"Although I informed the medical staff that he had recently been vaccinated, my concerns were dismissed. ","seizure, injury, testing, aluminium",0,0,0,0,0,
OCT,2019,Eve Switzer ,Northwest Pediatrics ,"Thank you for this opportunity to comment today. My name is Dr. Eve Switzer. Although I am from Oklahoma, I am not related to Barry. I am a parent. Both of my children are young adults and are fully vaccinated per the recommended schedule, including MenB vaccine, because vaccine benefits far exceed their risks. This is supported by the science. I am also a pediatrician in rural private practice where I, not my nurse, personally give vaccines to my patients. I was in clinical practice before the widespread use of vaccine against varicella, haemophilus, strep pneumo, and rotavirus. I admitted and cared for children in the hospital with haemophilus meningitis, invasive strep pneumo infections, dehydration from rotavirus gastroenteritis, as well as even necrotizing fasciitis from chicken pox. I don’t miss those days. Thanks to vaccination and other health advances, it is far, far less common for a pediatrician like me in the rural frontlines of healthcare to have to admit children to the hospital for preventable infectious diseases. As an active member of the American Academy of Pediatrics (AAP) at both the state and national levels, I also hold a leadership position at the national level. I interact with many of my pediatric colleagues. When I received notification of the opportunity to comment today, I queried the colleagues in my office, in my state AAP chapter, as well as the AAP Section on Administration and Practice Management (SOAPM). The number one request from pediatricians like me on the frontlines was for better guidance on the MenB vaccine. Quoting from one of my colleagues in the Section on Administration and Practice Management, “When the science is most vague is when the most guidance is needed, not the least.” At a time where pro-vaccine pediatricians are being verbally and physically assaulted—legislators are having menstrual blood thrown at them and parents who have lost a child to a preventable disease and advocate for vaccination are being attacked on social media—I applaud the difficult work you do and condemn the abuse you and others who want to protect their children with vaccines are subjected to. The recommendations you make are extremely important, not only for me and my medical colleagues, but also for parents who need clear science-based schedules to protect their children. I and many others like me, including parents, pediatricians, and other health care providers (HCP) thank you for doing that work. ",1,0,0,5,"Both of my children are young adults and are fully vaccinated per the recommended schedule, including MenB vaccine, because vaccine benefits far exceed their risks.","benefits, preventable, protect",0,0,0,0,"Thanks to vaccination and other health advances, it is far, far less common for a pediatrician like me in the rural frontlines of healthcare to have to admit children to the hospital for preventable infectious diseases. ",
